documento_id;tipo_documento;area_direito;modelo_ou_peca_real;qualidade_clareza;qualidade_estrutura;risco;resumo;NOTA;RAG GOLD;RAG SILVER;RAG_GOLD;RAG_SILVER
79;modelo_generico;civil;modelo;8;7;2;Modelo de testamento militar que estabelece disposi√ß√µes sobre bens e cuidados familiares em caso de falecimento do militar.;56,25;NÃO;SIM;NÃO;SIM
22;peticao_inicial;civil;modelo;8;7;2;A√ß√£o de anula√ß√£o de partilha com base em v√≠cios que invalidam neg√≥cios jur√≠dicos, conforme o novo CPC.;56,25;NÃO;SIM;NÃO;SIM
44;peticao_inicial;civil;modelo;8;7;2;A pe√ßa trata da habilita√ß√£o de herdeiro em processo judicial, conforme as disposi√ß√µes do CPC/73 e NCPC/15, ap√≥s o falecimento da parte autora.;56,25;NÃO;SIM;NÃO;SIM
47;peticao_inicial;civil;modelo;8;7;2;Peti√ß√£o para homologa√ß√£o de esbo√ßo de formal de partilha em processo de invent√°rio, com detalhamento dos bens e quinh√µes dos herdeiros.;56,25;NÃO;SIM;NÃO;SIM
29;peticao_inicial;civil;modelo;8;7;2;A pe√ßa requer a cita√ß√£o de um herdeiro para a cola√ß√£o de bens no invent√°rio, conforme as disposi√ß√µes do novo CPC.;56,25;NÃO;SIM;NÃO;SIM
37;modelo_generico;civil;modelo;8;7;2;Modelo de escritura p√∫blica de procura√ß√£o para invent√°rio ou arrolamento, com coment√°rios sobre as altera√ß√µes do Novo CPC/15.;56,25;NÃO;SIM;NÃO;SIM
63;peticao_inicial;civil;modelo;8;7;2;Modelo de peti√ß√£o inicial para partilha de bens entre c√¥njuge e av√≥s do falecido, detalhando percentuais e valores a serem pagos.;56,25;NÃO;SIM;NÃO;SIM
13;peticao_inicial;civil;modelo;8;7;2;Peti√ß√£o para adjudica√ß√£o de bens do invent√°rio em favor do credor, com base no novo CPC, visando a satisfa√ß√£o de d√≠vidas do esp√≥lio.;56,25;NÃO;SIM;NÃO;SIM
55;peticao_inicial;civil;modelo;8;7;2;Modelo de peti√ß√£o inicial para invent√°rio e partilha judicial, abordando herdeiros capazes e disposi√ß√µes do novo CPC.;56,25;NÃO;SIM;NÃO;SIM
69;peticao_inicial;civil;modelo;8;7;2;Pedido de remo√ß√£o do inventariante em um processo de invent√°rio, fundamentado em falta de andamento regular e atos protelat√≥rios.;56,25;NÃO;SIM;NÃO;SIM
77;peticao_inicial;civil;modelo;8;7;2;Peti√ß√£o inicial para a abertura, registro e cumprimento de testamento cerrado, com base nas disposi√ß√µes do novo CPC.;56,25;NÃO;SIM;NÃO;SIM
75 Sonegados(1).docx;peticao_inicial;civil;peca_real;8;7;2;A pe√ßa trata da A√ß√£o de Sonegados, onde herdeiros buscam a declara√ß√£o de bens sonegados pelo inventariante no processo de invent√°rio.;56,25;NÃO;SIM;NÃO;SIM
1;peticao_inicial;civil;modelo;8;7;2;Peti√ß√£o inicial para abertura de invent√°rio e partilha de bens deixados por falecido, com base no novo C√≥digo de Processo Civil.;56,25;NÃO;SIM;NÃO;SIM
10 A+¬∫+uÃÅo de Prefer+¬¨ncia.docx;peticao_inicial;civil;modelo;8;7;2;A pe√ßa trata de uma a√ß√£o de prefer√™ncia em um invent√°rio, onde o requerente busca garantir seu direito sobre a quota cedida a um terceiro sem seu conhecimento.;56,25;NÃO;SIM;NÃO;SIM
44;peticao_inicial;civil;modelo;8;7;2;Modelo de peti√ß√£o para habilita√ß√£o de herdeiro em processo judicial, com base nas altera√ß√µes do CPC.;56,25;NÃO;SIM;NÃO;SIM
1;peticao_inicial;civil;modelo;8;7;2;Peti√ß√£o inicial para abertura de invent√°rio e partilha de bens deixados por falecido, com base no novo C√≥digo de Processo Civil.;56,25;NÃO;SIM;NÃO;SIM
53;peticao_inicial;civil;modelo;8;7;2;Pe√ßa inicial para a abertura de invent√°rio conjunto, abordando as altera√ß√µes do novo CPC e a justificativa para a cumula√ß√£o de heran√ßas.;56,25;NÃO;SIM;NÃO;SIM
17;peticao_inicial;civil;modelo;8;7;2;Peti√ß√£o inicial para concess√£o de alvar√° judicial visando o levantamento de valores do PIS n√£o recebidos em vida pelo falecido.;56,25;NÃO;SIM;NÃO;SIM
3;peticao_inicial;civil;modelo;8;7;2;Peti√ß√£o inicial para abertura de invent√°rio pelo cession√°rio de um herdeiro, com base nas disposi√ß√µes do novo CPC.;56,25;NÃO;SIM;NÃO;SIM
12;peticao_inicial;civil;modelo;8;7;2;A pe√ßa √© uma A√ß√£o Rescis√≥ria de Partilha, abordando aspectos do Novo CPC/15 e solicitando a rescis√£o de decis√£o de m√©rito transitada em julgado.;56,25;NÃO;SIM;NÃO;SIM
23;peticao_inicial;civil;peca_real;8;7;2;A pe√ßa trata da anula√ß√£o de um testamento, alegando que o testador n√£o tinha plena capacidade para testar, com base em documentos m√©dicos e legisla√ß√£o pertinente.;56,25;NÃO;SIM;NÃO;SIM
39;peticao_inicial;civil;modelo;8;7;2;A√ß√£o de peti√ß√£o de heran√ßa visando o reconhecimento do direito sucess√≥rio do requerente, exclu√≠do da partilha de bens do pai falecido.;56,25;NÃO;SIM;NÃO;SIM
2;peticao_inicial;civil;peca_real;8;7;2;Peti√ß√£o inicial para abertura de invent√°rio visando outorgar escritura a terceiro, com qualifica√ß√£o dos herdeiros e pedido de alvar√° judicial.;56,25;NÃO;SIM;NÃO;SIM
50;peticao_inicial;civil;peca_real;8;7;2;A pe√ßa √© uma impugna√ß√£o ao laudo de avalia√ß√£o em um processo de invent√°rio, contestando o valor atribu√≠do ao im√≥vel.;56,25;NÃO;SIM;NÃO;SIM
8;peticao_inicial;civil;modelo;8;7;2;Requerimento de abertura de sucess√£o provis√≥ria para bens de ausente, com base no novo C√≥digo de Processo Civil.;56,25;NÃO;SIM;NÃO;SIM
39;peticao_inicial;civil;peca_real;8;7;2;A√ß√£o de peti√ß√£o de heran√ßa visando o reconhecimento do direito sucess√≥rio do requerente, exclu√≠do da partilha de bens do pai falecido.;56,25;NÃO;SIM;NÃO;SIM
2;peticao_inicial;civil;peca_real;8;7;2;Peti√ß√£o inicial para abertura de invent√°rio visando outorgar escritura a terceiro, com qualifica√ß√£o dos herdeiros e pedido de alvar√° judicial.;56,25;NÃO;SIM;NÃO;SIM
24;peticao_inicial;civil;modelo;8;7;2;Peti√ß√£o inicial para arrolamento comum de bens deixados por falecimento, com informa√ß√µes sobre herdeiros e d√≠vidas.;56,25;NÃO;SIM;NÃO;SIM
3;peticao_inicial;civil;modelo;8;7;2;Peti√ß√£o inicial para abertura de invent√°rio pelo cession√°rio de um herdeiro, com base nas disposi√ß√µes do novo CPC.;56,25;NÃO;SIM;NÃO;SIM
5;peticao_inicial;civil;modelo;8;7;2;Peti√ß√£o inicial para abertura de invent√°rio, incluindo informa√ß√µes sobre o falecido, bens deixados e cession√°rio de direitos heredit√°rios.;56,25;NÃO;SIM;NÃO;SIM
9;peticao_inicial;civil;modelo;8;7;2;Peti√ß√£o inicial para a abertura de invent√°rio, apresentando a qualifica√ß√£o do herdeiro e os fundamentos legais para o pedido.;56,25;NÃO;SIM;NÃO;SIM
21;peticao_inicial;civil;peca_real;8;7;2;Pedido de alvar√° judicial para levantamento de valores relacionados ao pagamento de funeral e rescis√£o de contrato de trabalho do falecido.;56,25;NÃO;SIM;NÃO;SIM
50;peticao_inicial;civil;peca_real;8;7;2;A pe√ßa √© uma impugna√ß√£o ao laudo de avalia√ß√£o em um processo de invent√°rio, contestando o valor atribu√≠do ao im√≥vel.;56,25;NÃO;SIM;NÃO;SIM
21;peticao_inicial;civil;modelo;8;7;2;Pedido de alvar√° judicial para levantamento de valores relacionados ao pagamento de funeral e rescis√£o de contrato de trabalho ap√≥s falecimento do c√¥njuge.;56,25;NÃO;SIM;NÃO;SIM
79;modelo_generico;civil;modelo;8;7;2;Modelo de testamento militar que estabelece disposi√ß√µes sobre a heran√ßa e a destina√ß√£o de bens em caso de falecimento do militar.;56,25;NÃO;SIM;NÃO;SIM
4;peticao_inicial;civil;modelo;8;7;2;A pe√ßa trata da abertura de invent√°rio por legat√°rio, com base nas altera√ß√µes do Novo CPC, solicitando a intima√ß√£o de herdeiros e cumprimento de testamento.;56,25;NÃO;SIM;NÃO;SIM
9;peticao_inicial;civil;modelo;8;7;2;Peti√ß√£o inicial para a abertura de invent√°rio, abordando aspectos do novo CPC e a legitimidade do herdeiro.;56,25;NÃO;SIM;NÃO;SIM
6;peticao_inicial;civil;modelo;8;7;2;Modelo de peti√ß√£o inicial para abertura de invent√°rio proposta pelo c√¥njuge sup√©rstite, com coment√°rios sobre altera√ß√µes do novo CPC.;56,25;NÃO;SIM;NÃO;SIM
25;peticao_inicial;civil;modelo;8;7;2;Peti√ß√£o inicial para abertura de arrolamento sum√°rio de bens deixados por falecimento, com pedidos de inventariante e homologa√ß√£o de plano de partilha.;56,25;NÃO;SIM;NÃO;SIM
83;contrato;civil;modelo;8;9;2;Modelo de contrato de doa√ß√£o de bem im√≥vel com reserva de usufruto, incluindo cl√°usulas sobre as partes, descri√ß√£o do im√≥vel e declara√ß√µes necess√°rias.;63,75;SIM;NÃO;SIM;NÃO
66;peticao_inicial;civil;peca_real;8;7;2;Pe√ßa de presta√ß√£o de contas da inventarian√ßa, abordando altera√ß√µes do novo CPC e solicitando a homologa√ß√£o das contas apresentadas.;56,25;NÃO;SIM;NÃO;SIM
52;peticao_inicial;civil;peca_real;8;7;2;A pe√ßa √© uma peti√ß√£o inicial de invent√°rio com testamento, abordando a distribui√ß√£o de bens e a nomea√ß√£o de testamenteiro, conforme o novo C√≥digo de Processo Civil.;56,25;NÃO;SIM;NÃO;SIM
47;peticao_inicial;civil;peca_real;8;7;2;Peti√ß√£o para homologa√ß√£o de esbo√ßo de formal de partilha em processo de invent√°rio, com detalhamento dos bens e quinh√µes dos herdeiros.;56,25;NÃO;SIM;NÃO;SIM
13;peticao_inicial;civil;modelo;8;7;2;Modelo de peti√ß√£o para adjudica√ß√£o de bens do invent√°rio em favor de credor, com base nas altera√ß√µes do Novo CPC.;56,25;NÃO;SIM;NÃO;SIM
41;peticao_inicial;civil;modelo;8;7;2;Peti√ß√£o inicial para habilita√ß√£o de credor em invent√°rio, onde o herdeiro renunciou √† heran√ßa de m√°-f√©, visando garantir o recebimento de cr√©dito.;56,25;NÃO;SIM;NÃO;SIM
8;peticao_inicial;civil;peca_real;8;7;2;Peti√ß√£o inicial para a abertura de sucess√£o provis√≥ria de bens de ausente, com fundamenta√ß√£o no novo C√≥digo de Processo Civil.;56,25;NÃO;SIM;NÃO;SIM
77;peticao_inicial;civil;modelo;8;7;2;Modelo de peti√ß√£o para a abertura, registro e cumprimento de testamento cerrado, com base nas disposi√ß√µes do novo C√≥digo de Processo Civil.;56,25;NÃO;SIM;NÃO;SIM
14;peticao_inicial;civil;modelo;8;7;2;Modelo de peti√ß√£o para admiss√£o de herdeiro preterido em invent√°rio, com base nas altera√ß√µes do Novo CPC.;56,25;NÃO;SIM;NÃO;SIM
19;peticao_inicial;civil;modelo;8;7;2;Pedido de alvar√° judicial para transfer√™ncia de ve√≠culo em raz√£o de falecimento, com solicita√ß√£o de justi√ßa gratuita.;56,25;NÃO;SIM;NÃO;SIM
75 Sonegados.docx;peticao_inicial;civil;peca_real;8;7;2;A pe√ßa trata de uma a√ß√£o de sonega√ß√£o de bens em um invent√°rio, fundamentando-se no C√≥digo Civil e no novo C√≥digo de Processo Civil.;56,25;NÃO;SIM;NÃO;SIM
34;peticao_inicial;civil;modelo;8;7;2;Modelo de embargos de terceiros, abordando a prote√ß√£o da posse e propriedade em face de constri√ß√£o judicial, com base no novo C√≥digo de Processo Civil.;56,25;NÃO;SIM;NÃO;SIM
37;modelo_generico;civil;modelo;8;7;2;Modelo de escritura p√∫blica de procura√ß√£o para invent√°rio ou arrolamento, com coment√°rios sobre as altera√ß√µes do Novo CPC/15.;56,25;NÃO;SIM;NÃO;SIM
42;peticao_inicial;civil;modelo;8;7;2;Peti√ß√£o inicial para habilita√ß√£o de herdeiro em heran√ßa jacente, com base nas altera√ß√µes do Novo CPC/15.;56,25;NÃO;SIM;NÃO;SIM
14;peticao_inicial;civil;modelo;8;7;2;Modelo de peti√ß√£o para a admiss√£o de herdeiro preterido em invent√°rio, com base nas altera√ß√µes do Novo CPC.;56,25;NÃO;SIM;NÃO;SIM
19;peticao_inicial;civil;modelo;8;7;2;Pedido de alvar√° judicial para transfer√™ncia de ve√≠culo em raz√£o de falecimento, com solicita√ß√£o de justi√ßa gratuita.;56,25;NÃO;SIM;NÃO;SIM
73;modelo_generico;civil;modelo;8;7;2;Modelo de revoga√ß√£o de testamento p√∫blico, detalhando o procedimento e as partes envolvidas.;56,25;NÃO;SIM;NÃO;SIM
52;peticao_inicial;civil;peca_real;8;7;2;A pe√ßa √© uma peti√ß√£o inicial para a a√ß√£o de invent√°rio com testamento, abordando a legisla√ß√£o pertinente e os herdeiros envolvidos.;56,25;NÃO;SIM;NÃO;SIM
5;peticao_inicial;civil;modelo;8;7;2;Peti√ß√£o inicial para a abertura de invent√°rio, incluindo informa√ß√µes sobre o falecido, bens deixados e cess√£o de direitos heredit√°rios.;56,25;NÃO;SIM;NÃO;SIM
29 Cola+¬∫+uÃÅo de Bens do Herdeiro no Invent+iÃÅrio - Cita+¬∫+uÃÅo.docx;peticao_inicial;civil;modelo;8;7;2;Modelo de peti√ß√£o inicial para cita√ß√£o de herdeiro em processo de invent√°rio, abordando a cola√ß√£o de bens do herdeiro.;56,25;NÃO;SIM;NÃO;SIM
6;peticao_inicial;civil;modelo;8;7;2;Modelo de peti√ß√£o para abertura de invent√°rio proposta pelo c√¥njuge sup√©rstite, com refer√™ncias ao novo CPC e jurisprud√™ncia pertinente.;56,25;NÃO;SIM;NÃO;SIM
41;peticao_inicial;civil;peca_real;8;7;2;Peti√ß√£o inicial de habilita√ß√£o de credor em raz√£o da ren√∫ncia de heran√ßa por parte do devedor, visando garantir o recebimento de cr√©dito n√£o quitado.;56,25;NÃO;SIM;NÃO;SIM
60;peticao_inicial;civil;modelo;8;7;2;A pe√ßa trata da solicita√ß√£o de partilha amig√°vel de bens em um invent√°rio cumulativo, com base nas altera√ß√µes do Novo CPC/15.;56,25;NÃO;SIM;NÃO;SIM
44;peticao_inicial;civil;modelo;8;7;2;Peti√ß√£o de habilita√ß√£o em processo civil, solicitando a inclus√£o de herdeiro ap√≥s o falecimento da parte autora, com base no novo CPC.;56,25;NÃO;SIM;NÃO;SIM
24;peticao_inicial;civil;modelo;8;7;2;Peti√ß√£o inicial para arrolamento comum de bens deixados por falecimento, com informa√ß√µes sobre herdeiros e d√≠vidas.;56,25;NÃO;SIM;NÃO;SIM
Peti+¬∫+uÃÅo inicial - plano de sa+¬¶de - obrigac+uÃÅo de fazer - pedido liminar - injec+AÃÅes intrav+¬°treas - reembolso - danos morais.docx;peticao_inicial;consumidor;peca_real;8;7;2;A√ß√£o de obriga√ß√£o de fazer contra plano de sa√∫de, com pedido de liminar para tratamento m√©dico e reembolso de despesas, fundamentada em direitos do consumidor e prote√ß√£o √† sa√∫de.;56,25;NÃO;SIM;NÃO;SIM
Apela+¬∫+uÃÅo x Plano de sa+¬¶de - reembolso de valores em dobro.docx;recurso;consumidor;peca_real;8;7;2;Recurso de apela√ß√£o interposto contra senten√ßa que julgou parcialmente procedente a√ß√£o de reembolso de valores pagos a maior em plano de sa√∫de, com fundamentos no C√≥digo de Defesa do Consumidor.;56,25;NÃO;SIM;NÃO;SIM
PeticÃßaÃÉo inicial - plano de sauÃÅde - reembolso de internamento - danos morais - nulidade de claÃÅusula abusiva.docx;peticao_inicial;consumidor;peca_real;8;7;2;A√ß√£o de reembolso de despesas m√©dicas e nulidade de cl√°usula abusiva em contrato de plano de sa√∫de, com pedido de indeniza√ß√£o por danos morais.;56,25;NÃO;SIM;NÃO;SIM
contrarrazoÃÉes de apelacÃßaÃÉo - x Estado - UTI.docx;recurso;administrativo;peca_real;8;7;2;Contrarraz√µes ao recurso de apela√ß√£o interposto pelo Estado, defendendo a manuten√ß√£o da decis√£o que obriga a administra√ß√£o p√∫blica a fornecer leito de UTI √† autora, em raz√£o de sua condi√ß√£o de sa√∫de.;56,25;NÃO;SIM;NÃO;SIM
Acao_de_Deserdacao.docx;peticao_inicial;civil;peca_real;8;7;2;A√ß√£o de deserda√ß√£o promovida por herdeiro contra outro herdeiro, fundamentada em testamento que declara a deserda√ß√£o por tentativa de homic√≠dio.;56,25;NÃO;SIM;NÃO;SIM
Agravo de instrumento - plano de sa+¬¶de - reajuste idoso.docx;recurso;consumidor;peca_real;8;7;2;Agravo de instrumento interposto por idosa contra decis√£o que n√£o concedeu liminar para redu√ß√£o de reajustes abusivos em plano de sa√∫de.;56,25;NÃO;SIM;NÃO;SIM
PeticÃßaÃÉo inicial - plano de sauÃÅde - obrigacaÃÉo de fazer - pedido liminar - injecoÃÉes intraviÃÅtreas - reembolso - danos morais.docx;peticao_inicial;consumidor;peca_real;8;7;2;A√ß√£o judicial para garantir tratamento m√©dico e reembolso de despesas em raz√£o da negativa de cobertura por plano de sa√∫de, com pedido de tutela de urg√™ncia.;56,25;NÃO;SIM;NÃO;SIM
Contrarraz+AÃÅes aos embargos de declara+¬∫+uÃÅo - protelat+¬¶rios x Estado.docx;contestacao;civil;peca_real;8;7;2;As contrarraz√µes apresentadas visam refutar embargos de declara√ß√£o, argumentando que s√£o protelat√≥rios e sem amparo legal, solicitando a manuten√ß√£o da decis√£o anterior.;56,25;NÃO;SIM;NÃO;SIM
Peti+¬∫+uÃÅo inicial - plano de sa+¬¶de - reembolso de internamento - danos morais - nulidade de cl+iÃÅusula abusiva.docx;peticao_inicial;consumidor;peca_real;8;7;2;A√ß√£o de reembolso de despesas m√©dicas e nulidade de cl√°usula abusiva em contrato de plano de sa√∫de, com pedido de indeniza√ß√£o por danos morais.;56,25;NÃO;SIM;NÃO;SIM
Peti+¬∫+uÃÅo inicial - exibi+¬∫+uÃÅo de documento - contrato.docx;peticao_inicial;civil;modelo;8;7;2;A√ß√£o de exibi√ß√£o de documentos com pedido de gratuidade de justi√ßa, visando obter c√≥pia de contrato de presta√ß√£o de servi√ßos m√©dicos n√£o fornecido pela parte r√©.;56,25;NÃO;SIM;NÃO;SIM
Apela+¬∫+uÃÅo x Estado - danos morais e honorarios advocat+¬°cios.docx;recurso;administrativo;peca_real;8;7;2;Recurso de apela√ß√£o interposto contra senten√ßa que julgou parcialmente procedente pedido de fornecimento de medicamentos, pleiteando indeniza√ß√£o por danos morais e honor√°rios advocat√≠cios.;56,25;NÃO;SIM;NÃO;SIM
Peti+¬∫+uÃÅo  - Reconsidera+¬∫+uÃÅo de liminar - Lentes intraoculares.docx;recurso;civil;peca_real;8;7;2;Pedido de reconsidera√ß√£o de liminar para autoriza√ß√£o de fornecimento de lente intraocular, destacando a urg√™ncia devido √† sa√∫de do autor.;56,25;NÃO;SIM;NÃO;SIM
PeticÃßaÃÉo descumprimento - Medicamento Ocular.docx;peticao_inicial;consumidor;peca_real;8;7;2;A autora requer o cumprimento de tutela provis√≥ria de urg√™ncia para a realiza√ß√£o de aplica√ß√µes de medicamento Lucentis, alegando descumprimento pela parte r√© e risco √† sa√∫de.;56,25;NÃO;SIM;NÃO;SIM
Peti+¬∫+uÃÅo descumprimento - Medicamento Ocular.docx;peticao_inicial;civil;peca_real;8;7;2;A autora requer a execu√ß√£o de tutela provis√≥ria de urg√™ncia para que a operadora de sa√∫de cumpra a obriga√ß√£o de custear aplica√ß√µes de medicamento ocular, alegando descumprimento da decis√£o judicial.;56,25;NÃO;SIM;NÃO;SIM
Peti+¬∫+uÃÅo inicial - contra o Estado - obrigac+uÃÅo de fazer - pedido de UTI.docx;peticao_inicial;administrativo;peca_real;8;7;2;A√ß√£o ordin√°ria contra o Estado para garantir interna√ß√£o em UTI, com pedido de gratuidade da justi√ßa e tutela provis√≥ria de urg√™ncia devido √† gravidade do estado de sa√∫de da autora.;56,25;NÃO;SIM;NÃO;SIM
apelacÃßaÃÉo  - x plano de sauÃÅde - nulidade de claÃÅusula.docx;recurso;consumidor;peca_real;8;7;2;Recurso de apela√ß√£o visando a nulidade de cl√°usula contratual que nega internamento em regime domiciliar, com base em abusividade e viola√ß√£o ao C√≥digo de Defesa do Consumidor.;56,25;NÃO;SIM;NÃO;SIM
PeticÃßaÃÉo  inicial - plano de sauÃÅde - consignacao em pagamento - distribuicÃßao por dependencia.docx;peticao_inicial;civil;peca_real;8;7;2;A√ß√£o de consigna√ß√£o em pagamento referente a mensalidades de plano de sa√∫de, devido a reajustes abusivos e descumprimento de ordem judicial pela operadora.;56,25;NÃO;SIM;NÃO;SIM
PeticÃßaÃÉo inicial - plano de sauÃÅde - home care.docx;peticao_inicial;consumidor;peca_real;8;7;2;A√ß√£o de obriga√ß√£o de fazer com pedido de tutela provis√≥ria de urg√™ncia para garantir a interna√ß√£o domiciliar de alta complexidade, negada pelo plano de sa√∫de, em raz√£o da condi√ß√£o de sa√∫de da autora.;56,25;NÃO;SIM;NÃO;SIM
Contrarraz+AÃÅes de apela+¬∫+uÃÅo x Estado - pr+¬¶tese.docx;contestacao;administrativo;peca_real;8;7;2;Apresenta√ß√£o de contrarraz√µes ao recurso de apela√ß√£o interposto pelo Estado, defendendo a manuten√ß√£o da senten√ßa que garante tratamento m√©dico ao autor.;56,25;NÃO;SIM;NÃO;SIM
PeticÃßaÃÉo inicial - plano de sauÃÅde - catarata - lentes.docx;peticao_inicial;consumidor;peca_real;8;7;2;A√ß√£o ordin√°ria de obriga√ß√£o de fazer com pedido liminar contra plano de sa√∫de, visando a autoriza√ß√£o de cirurgia de catarata e fornecimento de lentes espec√≠ficas, alegando negativa indevida da seguradora.;56,25;NÃO;SIM;NÃO;SIM
Peti+¬∫+uÃÅo  inicial - plano de sa+¬¶de - reembolso e nulidade de cl+iÃÅusula.docx;peticao_inicial;consumidor;peca_real;8;7;2;A√ß√£o de reembolso e nulidade de cl√°usula de contrato de plano de sa√∫de, com pedido de prioridade de tramita√ß√£o devido √† idade avan√ßada da autora e urg√™ncia do procedimento cir√∫rgico.;56,25;NÃO;SIM;NÃO;SIM
Peti+¬∫+uÃÅo inicial - plano de sa+¬¶de - home care.docx;peticao_inicial;civil;peca_real;8;7;2;A√ß√£o de obriga√ß√£o de fazer com pedido de tutela provis√≥ria de urg√™ncia para garantir interna√ß√£o domiciliar de alta complexidade, negada pelo plano de sa√∫de.;56,25;NÃO;SIM;NÃO;SIM
Apela+¬∫+uÃÅo x Plano de sa+¬¶de - reembolso e danos morais.docx;recurso;consumidor;peca_real;8;7;2;Recurso de apela√ß√£o interposto contra senten√ßa que julgou parcialmente procedente a√ß√£o de reembolso de despesas m√©dicas, com pedido de reforma para inclus√£o de danos morais e reembolso em dobro.;56,25;NÃO;SIM;NÃO;SIM
Peti+¬∫+uÃÅo  inicial - plano de sa+¬¶de - consignacao em pagamento - distribui+¬∫ao por dependencia.docx;peticao_inicial;civil;peca_real;8;7;2;A√ß√£o de consigna√ß√£o em pagamento proposta por autora contra operadora de plano de sa√∫de, visando garantir o pagamento de mensalidades com valores corretos, devido a reajustes abusivos e descumprimento de ordem judicial.;56,25;NÃO;SIM;NÃO;SIM
agravo nos proprios autos - plano de saude - para admitir recurso especial - reembolso.docx;recurso;consumidor;peca_real;8;7;2;Agravo contra decis√£o que negou seguimento a Recurso Especial em caso de reembolso de plano de sa√∫de, alegando abusividade e les√£o aos direitos do consumidor.;56,25;NÃO;SIM;NÃO;SIM
Peti+¬∫+uÃÅo  - Revelia por n+uÃÅo contestar alguns pedidos.docx;contestacao;civil;peca_real;8;7;2;Pe√ßa de contesta√ß√£o que aborda a revelia em rela√ß√£o a pedidos de dano moral e nulidade de cl√°usulas contratuais, fundamentada no Novo C√≥digo de Processo Civil.;56,25;NÃO;SIM;NÃO;SIM
Agravo nos pr+¬¶prios autos - contra o Estado - para admitir recurso especial - danos morais e honor+iÃÅrios.docx;recurso;administrativo;peca_real;8;7;2;Agravo contra decis√£o que negou seguimento a Recurso Especial, pleiteando indeniza√ß√£o por danos morais e honor√°rios advocat√≠cios em face do Estado.;56,25;NÃO;SIM;NÃO;SIM
apelacÃßaÃÉo  - x Estado - danos morais e honorarios advocatiÃÅcios.docx;recurso;administrativo;peca_real;8;7;2;Recurso de apela√ß√£o interposto contra senten√ßa que julgou parcialmente procedente pedido de fornecimento de medicamentos, sem condena√ß√£o em danos morais e honor√°rios advocat√≠cios.;56,25;NÃO;SIM;NÃO;SIM
PeticÃßaÃÉo  inicial - plano de sauÃÅde - reembolso e nulidade de claÃÅusula.docx;peticao_inicial;consumidor;peca_real;8;7;2;A√ß√£o de reembolso e nulidade de cl√°usula de plano de sa√∫de, com pedido de prioridade de tramita√ß√£o devido √† idade avan√ßada da autora e urg√™ncia m√©dica.;56,25;NÃO;SIM;NÃO;SIM
PeticÃßaÃÉo  - ReconsideracÃßaÃÉo de liminar - Lentes intraoculares.docx;recurso;civil;peca_real;8;7;2;Pedido de reconsidera√ß√£o de liminar para a concess√£o de tutela provis√≥ria de urg√™ncia visando a libera√ß√£o de lente intraocular necess√°ria para procedimento cir√∫rgico, em raz√£o da sa√∫de do autor.;56,25;NÃO;SIM;NÃO;SIM
PeticÃßaÃÉo inicial - contra o Estado - obrigacaÃÉo de fazer - pedido de UTI.docx;peticao_inicial;administrativo;peca_real;8;7;2;A√ß√£o ordin√°ria contra o Estado para garantir interna√ß√£o em UTI, com pedido de gratuidade da justi√ßa e tutela provis√≥ria de urg√™ncia devido √† gravidade do estado de sa√∫de da autora.;56,25;NÃO;SIM;NÃO;SIM
apelacÃßaÃÉo - x Estado - danos morais.docx;recurso;administrativo;peca_real;8;7;2;Recurso de apela√ß√£o interposto contra senten√ßa que julgou parcialmente procedente a√ß√£o ordin√°ria, discutindo a necessidade de indeniza√ß√£o por danos morais devido √† negativa de tratamento m√©dico pelo Estado.;56,25;NÃO;SIM;NÃO;SIM
PeticÃßaÃÉo  - Revelia por naÃÉo contestar alguns pedidos.docx;peticao_inicial;civil;peca_real;8;7;2;A pe√ßa trata da revelia em um processo civil, argumentando a presun√ß√£o de veracidade dos fatos alegados pelo autor devido √† falta de contesta√ß√£o do r√©u, e requer o julgamento antecipado da lide.;56,25;NÃO;SIM;NÃO;SIM
Contrarraz+AÃÅes de apela+¬∫+uÃÅo x Estado - UTI.docx;recurso;administrativo;peca_real;8;7;2;Contrarraz√µes ao recurso de apela√ß√£o interposto pelo Estado, defendendo a manuten√ß√£o da decis√£o que garantiu a interna√ß√£o em UTI para a autora, destacando a responsabilidade do Estado na sa√∫de p√∫blica.;56,25;NÃO;SIM;NÃO;SIM
agravo de instrumento - plano de sauÃÅde - reajuste idoso.docx;recurso;consumidor;peca_real;8;7;2;Agravo de instrumento interposto por idosa contra decis√£o que n√£o concedeu liminar para redu√ß√£o de reajustes abusivos em plano de sa√∫de.;56,25;NÃO;SIM;NÃO;SIM
PeticÃßaÃÉo inicial - exibicÃßaÃÉo de documento - contrato.docx;peticao_inicial;civil;modelo;8;7;2;A√ß√£o de exibi√ß√£o de documentos com pedido de gratuidade de justi√ßa, visando obter c√≥pia de contrato de presta√ß√£o de servi√ßos m√©dicos n√£o fornecido pela parte r√©.;56,25;NÃO;SIM;NÃO;SIM
Peti+¬∫+uÃÅo inicial - plano de sa+¬¶de - catarata - lentes.docx;peticao_inicial;consumidor;peca_real;8;7;2;A√ß√£o ordin√°ria de obriga√ß√£o de fazer com pedido liminar contra plano de sa√∫de, visando a autoriza√ß√£o de cirurgia de catarata com lente espec√≠fica, negada pela seguradora.;56,25;NÃO;SIM;NÃO;SIM
