documento_id,tipo_documento,area_direito,modelo_ou_peca_real,qualidade_clareza,qualidade_estrutura,risco,resumo
PETIÇÃO REQUERENDO O CUMPRIMENTO PROVISÓRIO DE SENTENÇA QUE RECONHECE EXIGIBILIDADE DE OBRIGAÇÃO DE PAGAR QUANTIA CERTA.docx,peticao_inicial,civil,peca_real,8,8,2,"Petição requerendo o cumprimento provisório de sentença que reconhece a exigibilidade de obrigação de pagar quantia certa, com base no Código de Processo Civil."
Pedido_de_desbloqueio_de_penhora_de_verba_salarial.docx,peticao_inicial,civil,peca_real,8,7,2,"A peça requer o desbloqueio de valores penhorados de conta salário, argumentando a impenhorabilidade de verbas alimentares conforme a legislação vigente."
PETIÇÃO REQUERENDO CONSTRIÇÃO DE BENS EM RAZÃO DA FRUSTRAÇÃO DA PENHORA INICIAL.docx,peticao_inicial,civil,peca_real,8,7,2,"Petição requerendo a constrição de bens devido à frustração da penhora inicial, com pedidos de pesquisa e bloqueio de ativos financeiros e imóveis."
PETIÇÃO REQUERENDO O CUMPRIMENTO DEFINITIVO DE SENTENÇA QUE RECONHECE EXIGIBILIDADE DE OBRIGAÇÃO DE FAZER.docx,peticao_inicial,civil,modelo,8,7,2,"Petição requerendo o cumprimento de sentença que reconhece a exigibilidade de obrigação de fazer, com pedidos de intimação e possíveis multas."
10,peticao_inicial,civil,peca_real,7,6,2,"Ação de reparação de danos morais e estéticos decorrente de erro médico, com pedido de justiça gratuita e audiência de conciliação."
petição inicial - concessionária - energia elétrica. - ressarcimento de danos.docx,peticao_inicial,civil,peca_real,8,7,2,"A autora propõe ação contra concessionária de energia elétrica visando ressarcimento por danos causados por falhas no fornecimento de energia, alegando omissão e responsabilidade da ré."
04,peticao_inicial,administrativo,modelo,8,7,2,"Modelo de Ação Civil Pública proposta pelo Ministério Público do Estado de Goiás, visando a implementação de políticas públicas para a proteção de crianças e adolescentes, destacando a omissão do Município em cumprir suas obrigações legais."
49,recurso,civil,modelo,8,8,2,"Modelo de razões de apelação em ação de responsabilidade civil, abordando a improcedência da sentença e fundamentando o pedido de reforma."
07,contestacao,civil,peca_real,8,7,2,"Contestação em ação de indenização, com pedido de chamamento ao processo do devedor principal, fundamentada na responsabilidade civil e no Código de Processo Civil."
52,peticao_inicial,consumidor,peca_real,8,7,2,"Ação ordinária de obrigação de fazer com pedido liminar contra negativa de cobertura de procedimento cirúrgico por plano de saúde, destacando abusividade contratual e direitos do consumidor."
03,recurso,civil,peca_real,8,7,2,"Recurso especial interposto em razão de decisão que reduziu indenização por danos morais, buscando a majoração do valor fixado pelo tribunal inferior."
10,peticao_inicial,civil,peca_real,7,6,2,"Ação de indenização por erro médico, pleiteando danos morais e estéticos, com base na responsabilidade civil e no Código de Defesa do Consumidor."
43,peticao_inicial,civil,peca_real,8,7,2,"Ação revisional de contrato bancário de empréstimo consignado visando a redução dos descontos em folha, que ultrapassam o limite legal de 30% do salário da autora."
07,contestacao,civil,peca_real,8,7,2,"Contestação em ação de indenização, com pedido de chamamento ao processo do devedor principal, fundamentada na responsabilidade civil e no Código de Processo Civil."
60,peticao_inicial,civil,peca_real,7,6,2,"Ação cautelar para suspensão da negativação do autor em órgãos de proteção ao crédito, com pedido de tutela antecipada."
14,contestacao,civil,peca_real,8,8,2,"Contestação apresentada pelo Município em ação de indenização por erro médico, argumentando a ausência de culpa e a improcedência do pedido de danos morais."
41,peticao_inicial,civil,peca_real,8,7,2,"Ação de indenização por danos morais e materiais devido a fraude em empréstimo consignado, com pedido de tutela antecipada e justiça gratuita."
43,peticao_inicial,civil,peca_real,8,7,2,"Ação revisional de contrato bancário de empréstimo consignado visando a redução dos descontos em folha, que ultrapassam o limite legal de 30% do salário da autora."
57,peticao_inicial,civil,peca_real,7,6,3,"Ação de indenização por erro médico, pleiteando danos morais e estéticos, com base na responsabilidade civil e no Código de Defesa do Consumidor."
41,peticao_inicial,civil,peca_real,8,7,2,"Ação de indenização por danos morais e materiais decorrente de fraude em empréstimo consignado, com pedido de tutela antecipada e justiça gratuita."
Petição inicial - concessionária de serviços públicos. - energia elétrica.docx,peticao_inicial,consumidor,peca_real,8,7,2,"Ação declaratória de nulidade de obrigação de pagar, com pedido de tutela provisória de urgência, contra a concessionária de energia elétrica por corte indevido de fornecimento, alegando abusos e danos morais e materiais."
51 - Responsabilidade Civil -  Obrigação de Fazer - Liminar.docx,,,,,,,
04,peticao_inicial,administrativo,modelo,8,7,2,"Modelo de Ação Civil Pública proposta pelo Ministério Público do Estado de Goiás, visando a implementação de políticas públicas para a proteção de crianças e adolescentes, destacando a omissão do Município em cumprir suas obrigações legais."
53,peticao_inicial,consumidor,peca_real,8,7,2,Ação indenizatória por danos materiais e morais contra plano de saúde devido à negativa de cobertura de procedimentos médicos.
14,contestacao,civil,peca_real,8,7,2,"Contestação apresentada pelo Município em ação de indenização por erro médico, argumentando a ausência de culpa e a improcedência do pedido de danos morais."
Petição inicial - modelo - ação de busca e apreensão de carro. - inadimplência - modelo.docx,peticao_inicial,civil,modelo,8,8,2,"Ação de busca e apreensão de veículo por inadimplemento de contrato de financiamento, com pedido de liminar e detalhamento das obrigações do requerido."
petição inicial - corte de energia elétrica. - indenizatória.docx,peticao_inicial,consumidor,peca_real,8,7,2,"Ação de indenização por danos morais e materiais devido ao corte indevido de energia elétrica, com pedidos de gratuidade de justiça e inversão do ônus da prova."
54,contestacao,civil,peca_real,8,7,2,"Contestação apresentada pelo Município em ação de indenização por erro médico, defendendo a ausência de responsabilidade civil e a improcedência do pedido do autor."
Petição inicial - modelo.- ação de busca e apreensão.docx,peticao_inicial,civil,modelo,8,8,2,"A peça é uma petição inicial para ação de busca e apreensão de veículo, fundamentada em inadimplemento de contrato de financiamento, com pedido de liminar e detalhamento das garantias e procedimentos legais."
49,recurso,civil,modelo,8,7,2,"Modelo de recurso de apelação em uma ação de cobrança, apresentando razões para a reforma da sentença proferida."
59,peticao_inicial,civil,peca_real,8,7,2,"Ação de indenização por vícios construtivos em um condomínio, com pedido de antecipação de tutela para produção de prova pericial, devido a irregularidades e problemas técnicos na obra."
Acao_revisional_FIES.docx,peticao_inicial,civil,peca_real,8,7,2,"Ação revisional de contrato de financiamento do FIES, com pedido de tutela provisória de urgência, visando a revisão de encargos contratuais considerados ilegais."
Petição inicial - indenizatória contra banco - repetição de indébito - danos morais - pedido liminar..docx,peticao_inicial,civil,peca_real,8,7,2,"Ação de repetição de indébito e danos morais contra banco por descontos indevidos em conta corrente, com pedido de tutela antecipada."
Petição inicial - modelo - declaratória de inexistência de dívida - sem vínculo contratual com o banco réu..docx,peticao_inicial,civil,modelo,8,7,2,"Ação declaratória de inexistência de dívida e pedido de danos morais devido à inscrição indevida do CPF do autor em cadastro de inadimplentes, sem vínculo contratual com o réu."
Acao_repeticao_indebito_leasing_VRG_arrendamento_mercantil.docx,peticao_inicial,civil,peca_real,8,7,2,"Ação de repetição de indébito em decorrência de contrato de arrendamento mercantil, pleiteando a devolução de valores pagos indevidamente ao banco."
Embargos_acao_monitoria_cheque_prescrito_agiotagem.docx,contestacao,civil,peca_real,7,6,3,"Embargos à ação monitória alegando litigância de má-fé e origem ilícita do crédito, com foco na prática de agiotagem e necessidade de dilação probatória."
Petição inicial - modelo - indenização - contra banco - envelope - erro..docx,peticao_inicial,civil,modelo,8,7,2,"A peça é uma petição inicial de ação de danos morais e materiais contra um banco, devido a um erro no depósito de valores em envelope, solicitando reparação."
Ação Revisional de Contrato de Financiamento Imobiliário..docx,peticao_inicial,civil,peca_real,8,7,2,"A peça trata de uma ação revisional de contrato de financiamento imobiliário, solicitando a revisão de cláusulas contratuais consideradas abusivas e a concessão de gratuidade de justiça."
Petição inicial - Ação de Indenização por Danos Morais - Negativação Indevida - Encerramento Conta Bancária..docx,peticao_inicial,civil,peca_real,8,7,2,"Ação de indenização por danos morais devido à negativação indevida de nome em cadastro de proteção ao crédito, após não encerramento de conta bancária solicitada pelo autor."
Petição inicial - atraso de voo..docx,peticao_inicial,consumidor,peca_real,8,7,2,"A autora propõe ação de indenização por danos morais e materiais devido ao atraso de voo, relatando experiências de estresse e humilhação enfrentadas durante a viagem."
Petição inicial - extravio de malas - viagem..docx,peticao_inicial,consumidor,peca_real,8,7,2,"Ação de indenização por danos materiais e morais devido ao extravio de bagagem durante viagem, com base na relação de consumo entre os autores e a companhia aérea."
Petição Inicial Atraso de Voo Danos Morais..docx,peticao_inicial,consumidor,peca_real,8,7,2,"Ação ordinária de indenização por danos morais devido ao atraso de voo, com base na relação de consumo e na falta de assistência da companhia aérea."
Petição inicial - contra empresa aérea - remarcação de voo - indenizatória..docx,peticao_inicial,consumidor,peca_real,8,7,2,"A autora propõe ação de reparação de danos morais e materiais contra uma companhia aérea devido a cobranças abusivas na remarcação de passagem aérea, alegando violação de direitos do consumidor."
[2022] Impugnação  a contestação - NCPC.docx,peticao_inicial,civil,peca_real,8,7,2,"Impugnação à contestação em ação de repetição de indébito e indenização por danos morais, alegando a aplicação indevida de multa condominial."
4,peticao_inicial,civil,modelo,8,7,2,"A peça trata da abertura de inventário por legatário, abordando aspectos do novo CPC e requerendo a citação de herdeiros e testamenteiro."
7,peticao_inicial,civil,modelo,8,7,2,"Modelo de petição inicial para abertura de inventário proposta por credor do herdeiro, com comentários sobre as alterações do Novo CPC."
84,peticao_inicial,civil,peca_real,8,8,2,"Ação de venda de bem comum proposta por viúva meeira e herdeiro contra réus, visando a extinção do condomínio e a venda judicial do imóvel."
62,peticao_inicial,civil,modelo,8,7,2,"Modelo de petição para partilha de bens em caso de falecimento, considerando o regime de comunhão universal de bens entre cônjuges."
57,peticao_inicial,civil,peca_real,8,7,2,"Ação de investigação de paternidade cumulada com pedido de herança, visando o reconhecimento da paternidade e habilitação como herdeiro no inventário."
7,peticao_inicial,civil,modelo,8,7,2,"Petição inicial para a abertura de inventário proposta por um credor do herdeiro, com base nas alterações do Novo CPC."
61,peticao_inicial,civil,modelo,8,7,2,"Modelo de petição para partilha de bens em caso de falecimento de cônjuge, abordando a divisão de bens sob o regime de comunhão parcial."
10,peticao_inicial,civil,modelo,8,7,2,"Ação de Preferência visando o reconhecimento do direito do requerente sobre a quota cedida a terceiro, em razão de não ter sido informado sobre a cessão de direitos hereditários."
74,peticao_inicial,civil,modelo,8,7,2,"Petição inicial para requerer a sobrepartilha de bens descobertos após o inventário, com base no novo Código de Processo Civil."
22,peticao_inicial,civil,modelo,8,7,2,"Ação de anulação de partilha com base em vícios que invalidam negócios jurídicos, conforme o novo CPC."
34,peticao_inicial,civil,modelo,8,7,2,"Modelo de embargos de terceiros, abordando a proteção da posse e propriedade, com base nas alterações do Novo CPC."
12,peticao_inicial,civil,modelo,8,7,2,"Modelo de Ação Rescisória de Partilha, abordando as alterações do Novo CPC/15 e os procedimentos necessários para sua propositura."
79,modelo_generico,civil,modelo,8,7,2,Modelo de testamento militar que estabelece disposições sobre bens e cuidados familiares em caso de falecimento do militar.
22,peticao_inicial,civil,modelo,8,7,2,"Ação de anulação de partilha com base em vícios que invalidam negócios jurídicos, conforme o novo CPC."
44,peticao_inicial,civil,modelo,8,7,2,"A peça trata da habilitação de herdeiro em processo judicial, conforme as disposições do CPC/73 e NCPC/15, após o falecimento da parte autora."
47,peticao_inicial,civil,modelo,8,7,2,"Petição para homologação de esboço de formal de partilha em processo de inventário, com detalhamento dos bens e quinhões dos herdeiros."
29,peticao_inicial,civil,modelo,8,7,2,"A peça requer a citação de um herdeiro para a colação de bens no inventário, conforme as disposições do novo CPC."
37,modelo_generico,civil,modelo,8,7,2,"Modelo de escritura pública de procuração para inventário ou arrolamento, com comentários sobre as alterações do Novo CPC/15."
63,peticao_inicial,civil,modelo,8,7,2,"Modelo de petição inicial para partilha de bens entre cônjuge e avós do falecido, detalhando percentuais e valores a serem pagos."
13,peticao_inicial,civil,modelo,8,7,2,"Petição para adjudicação de bens do inventário em favor do credor, com base no novo CPC, visando a satisfação de dívidas do espólio."
55,peticao_inicial,civil,modelo,8,7,2,"Modelo de petição inicial para inventário e partilha judicial, abordando herdeiros capazes e disposições do novo CPC."
69,peticao_inicial,civil,modelo,8,7,2,"Pedido de remoção do inventariante em um processo de inventário, fundamentado em falta de andamento regular e atos protelatórios."
77,peticao_inicial,civil,modelo,8,7,2,"Petição inicial para a abertura, registro e cumprimento de testamento cerrado, com base nas disposições do novo CPC."
75 Sonegados(1).docx,peticao_inicial,civil,peca_real,8,7,2,"A peça trata da Ação de Sonegados, onde herdeiros buscam a declaração de bens sonegados pelo inventariante no processo de inventário."
1,peticao_inicial,civil,modelo,8,7,2,"Petição inicial para abertura de inventário e partilha de bens deixados por falecido, com base no novo Código de Processo Civil."
10 A+º+úo de Prefer+¬ncia.docx,peticao_inicial,civil,modelo,8,7,2,"A peça trata de uma ação de preferência em um inventário, onde o requerente busca garantir seu direito sobre a quota cedida a um terceiro sem seu conhecimento."
44,peticao_inicial,civil,modelo,8,7,2,"Modelo de petição para habilitação de herdeiro em processo judicial, com base nas alterações do CPC."
16,peticao_inicial,civil,modelo,8,8,2,"Pedido de alvará judicial para levantamento de valores de caderneta de poupança em favor de menor herdeiro, com solicitação de justiça gratuita."
1,peticao_inicial,civil,modelo,8,7,2,"Petição inicial para abertura de inventário e partilha de bens deixados por falecido, com base no novo Código de Processo Civil."
11,peticao_inicial,civil,modelo,8,8,2,"A peça trata de uma ação ordinária para anular uma doação de imóvel, alegando que a doadora não reservou bens suficientes para sua subsistência."
53,peticao_inicial,civil,modelo,8,7,2,"Peça inicial para a abertura de inventário conjunto, abordando as alterações do novo CPC e a justificativa para a cumulação de heranças."
65,peticao_inicial,civil,modelo,8,8,2,"Petição inicial para a ação de herança, onde o requerente busca ser reconhecido como herdeiro e imitir-se na posse dos bens deixados pelo falecido."
17,peticao_inicial,civil,modelo,8,7,2,Petição inicial para concessão de alvará judicial visando o levantamento de valores do PIS não recebidos em vida pelo falecido.
3,peticao_inicial,civil,modelo,8,7,2,"Petição inicial para abertura de inventário pelo cessionário de um herdeiro, com base nas disposições do novo CPC."
12,peticao_inicial,civil,modelo,8,7,2,"A peça é uma Ação Rescisória de Partilha, abordando aspectos do Novo CPC/15 e solicitando a rescisão de decisão de mérito transitada em julgado."
23,peticao_inicial,civil,peca_real,8,7,2,"A peça trata da anulação de um testamento, alegando que o testador não tinha plena capacidade para testar, com base em documentos médicos e legislação pertinente."
39,peticao_inicial,civil,modelo,8,7,2,"Ação de petição de herança visando o reconhecimento do direito sucessório do requerente, excluído da partilha de bens do pai falecido."
2,peticao_inicial,civil,peca_real,8,7,2,"Petição inicial para abertura de inventário visando outorgar escritura a terceiro, com qualificação dos herdeiros e pedido de alvará judicial."
50,peticao_inicial,civil,peca_real,8,7,2,"A peça é uma impugnação ao laudo de avaliação em um processo de inventário, contestando o valor atribuído ao imóvel."
67,peticao_inicial,civil,modelo,8,8,2,"Modelo de primeiras declarações em processo de inventário, apresentando informações sobre o de cujus, herdeiros, bens, partilha e dívidas."
8,peticao_inicial,civil,modelo,8,7,2,"Requerimento de abertura de sucessão provisória para bens de ausente, com base no novo Código de Processo Civil."
56,peticao_inicial,civil,modelo,8,8,2,"A peça trata da solicitação de inventário negativo, declarando a ausência de bens e dívidas do falecido, com pedido de nomeação de inventariante."
83,contrato,civil,modelo,8,8,2,"Modelo de contrato de doação de bem imóvel com reserva de usufruto, incluindo cláusulas sobre as partes, descrição do imóvel e declarações necessárias."
39,peticao_inicial,civil,peca_real,8,7,2,"Ação de petição de herança visando o reconhecimento do direito sucessório do requerente, excluído da partilha de bens do pai falecido."
2,peticao_inicial,civil,peca_real,8,7,2,"Petição inicial para abertura de inventário visando outorgar escritura a terceiro, com qualificação dos herdeiros e pedido de alvará judicial."
11,peticao_inicial,civil,peca_real,8,8,2,"Ação ordinária visando a anulação de doação de imóvel, alegando que a doadora não reservou bens suficientes para sua subsistência."
24,peticao_inicial,civil,modelo,8,7,2,"Petição inicial para arrolamento comum de bens deixados por falecimento, com informações sobre herdeiros e dívidas."
3,peticao_inicial,civil,modelo,8,7,2,"Petição inicial para abertura de inventário pelo cessionário de um herdeiro, com base nas disposições do novo CPC."
84,peticao_inicial,civil,peca_real,8,8,2,"Ação de venda de bem comum proposta por viúva meeira e herdeiro contra réus, visando a extinção de condomínio e venda judicial do imóvel."
5,peticao_inicial,civil,modelo,8,7,2,"Petição inicial para abertura de inventário, incluindo informações sobre o falecido, bens deixados e cessionário de direitos hereditários."
9,peticao_inicial,civil,modelo,8,7,2,"Petição inicial para a abertura de inventário, apresentando a qualificação do herdeiro e os fundamentos legais para o pedido."
21,peticao_inicial,civil,peca_real,8,7,2,Pedido de alvará judicial para levantamento de valores relacionados ao pagamento de funeral e rescisão de contrato de trabalho do falecido.
50,peticao_inicial,civil,peca_real,8,7,2,"A peça é uma impugnação ao laudo de avaliação em um processo de inventário, contestando o valor atribuído ao imóvel."
58,modelo_generico,civil,modelo,8,8,2,"Modelo de inventário administrativo e plano de partilha de bens deixados por falecimento, incluindo informações sobre herdeiros e divisão de bens."
21,peticao_inicial,civil,modelo,8,7,2,Pedido de alvará judicial para levantamento de valores relacionados ao pagamento de funeral e rescisão de contrato de trabalho após falecimento do cônjuge.
79,modelo_generico,civil,modelo,8,7,2,Modelo de testamento militar que estabelece disposições sobre a herança e a destinação de bens em caso de falecimento do militar.
81,peticao_inicial,civil,peca_real,8,8,2,"Ação ordinária de cumprimento de cláusula contratual e obrigação de fazer, visando a transferência de direitos de meação e regularização de escritura de imóvel."
4,peticao_inicial,civil,modelo,8,7,2,"A peça trata da abertura de inventário por legatário, com base nas alterações do Novo CPC, solicitando a intimação de herdeiros e cumprimento de testamento."
25,peticao_inicial,civil,modelo,8,8,2,"Petição inicial para abertura de arrolamento sumário de bens deixados por falecimento, com solicitação de inventariante e homologação de plano de partilha."
9,peticao_inicial,civil,modelo,8,7,2,"Petição inicial para a abertura de inventário, abordando aspectos do novo CPC e a legitimidade do herdeiro."
6,peticao_inicial,civil,modelo,8,7,2,"Modelo de petição inicial para abertura de inventário proposta pelo cônjuge supérstite, com comentários sobre alterações do novo CPC."
25,peticao_inicial,civil,modelo,8,7,2,"Petição inicial para abertura de arrolamento sumário de bens deixados por falecimento, com pedidos de inventariante e homologação de plano de partilha."
23,peticao_inicial,civil,peca_real,8,8,2,"A peça trata da anulação de um testamento, alegando que o testador não tinha plena capacidade para testar, com base em documentos médicos e legislação pertinente."
83,contrato,civil,modelo,8,9,2,"Modelo de contrato de doação de bem imóvel com reserva de usufruto, incluindo cláusulas sobre as partes, descrição do imóvel e declarações necessárias."
66,peticao_inicial,civil,peca_real,8,7,2,"Peça de prestação de contas da inventariança, abordando alterações do novo CPC e solicitando a homologação das contas apresentadas."
52,peticao_inicial,civil,peca_real,8,7,2,"A peça é uma petição inicial de inventário com testamento, abordando a distribuição de bens e a nomeação de testamenteiro, conforme o novo Código de Processo Civil."
59,peticao_inicial,civil,modelo,8,8,2,"Modelo de declaração de bens e herdeiros para a partilha amigável em inventário, incluindo informações sobre o falecido e os herdeiros."
47,peticao_inicial,civil,peca_real,8,7,2,"Petição para homologação de esboço de formal de partilha em processo de inventário, com detalhamento dos bens e quinhões dos herdeiros."
13,peticao_inicial,civil,modelo,8,7,2,"Modelo de petição para adjudicação de bens do inventário em favor de credor, com base nas alterações do Novo CPC."
41,peticao_inicial,civil,modelo,8,7,2,"Petição inicial para habilitação de credor em inventário, onde o herdeiro renunciou à herança de má-fé, visando garantir o recebimento de crédito."
8,peticao_inicial,civil,peca_real,8,7,2,"Petição inicial para a abertura de sucessão provisória de bens de ausente, com fundamentação no novo Código de Processo Civil."
40,peticao_inicial,civil,peca_real,8,8,2,"Petição inicial de habilitação de crédito em processo de inventário, solicitando o reconhecimento de dívida do falecido e a reserva de bens para pagamento."
64,peticao_inicial,civil,modelo,8,8,2,"Pedido de inventário pelo rito de arrolamento sumário, com informações sobre herdeiros, bens, partilha e tributos."
77,peticao_inicial,civil,modelo,8,7,2,"Modelo de petição para a abertura, registro e cumprimento de testamento cerrado, com base nas disposições do novo Código de Processo Civil."
40,peticao_inicial,civil,peca_real,8,8,2,"Petição inicial de habilitação de crédito em processo de inventário, solicitando o reconhecimento de dívida do falecido e a reserva de bens para pagamento."
14,peticao_inicial,civil,modelo,8,7,2,"Modelo de petição para admissão de herdeiro preterido em inventário, com base nas alterações do Novo CPC."
15,peticao_inicial,civil,modelo,8,8,2,"A peça é uma petição inicial para Ação de Prestação de Contas, onde o autor busca responsabilizar o inventariante por alienação de bens do espólio sem a devida prestação de contas."
19,peticao_inicial,civil,modelo,8,7,2,"Pedido de alvará judicial para transferência de veículo em razão de falecimento, com solicitação de justiça gratuita."
75 Sonegados.docx,peticao_inicial,civil,peca_real,8,7,2,"A peça trata de uma ação de sonegação de bens em um inventário, fundamentando-se no Código Civil e no novo Código de Processo Civil."
34,peticao_inicial,civil,modelo,8,7,2,"Modelo de embargos de terceiros, abordando a proteção da posse e propriedade em face de constrição judicial, com base no novo Código de Processo Civil."
37,modelo_generico,civil,modelo,8,7,2,"Modelo de escritura pública de procuração para inventário ou arrolamento, com comentários sobre as alterações do Novo CPC/15."
54,peticao_inicial,civil,modelo,8,8,2,"A peça é um pedido de abertura de inventário judicial, incluindo informações sobre herdeiros, bens e plano de partilha, com base no novo Código de Processo Civil."
42,peticao_inicial,civil,modelo,8,7,2,"Petição inicial para habilitação de herdeiro em herança jacente, com base nas alterações do Novo CPC/15."
15,peticao_inicial,civil,modelo,8,8,2,"A peça é uma ação de prestação de contas relacionada à alienação de bens do espólio, fundamentada no Novo Código de Processo Civil."
14,peticao_inicial,civil,modelo,8,7,2,"Modelo de petição para a admissão de herdeiro preterido em inventário, com base nas alterações do Novo CPC."
19,peticao_inicial,civil,modelo,8,7,2,"Pedido de alvará judicial para transferência de veículo em razão de falecimento, com solicitação de justiça gratuita."
73,modelo_generico,civil,modelo,8,7,2,"Modelo de revogação de testamento público, detalhando o procedimento e as partes envolvidas."
52,peticao_inicial,civil,peca_real,8,7,2,"A peça é uma petição inicial para a ação de inventário com testamento, abordando a legislação pertinente e os herdeiros envolvidos."
5,peticao_inicial,civil,modelo,8,7,2,"Petição inicial para a abertura de inventário, incluindo informações sobre o falecido, bens deixados e cessão de direitos hereditários."
29 Cola+º+úo de Bens do Herdeiro no Invent+írio - Cita+º+úo.docx,peticao_inicial,civil,modelo,8,7,2,"Modelo de petição inicial para citação de herdeiro em processo de inventário, abordando a colação de bens do herdeiro."
6,peticao_inicial,civil,modelo,8,7,2,"Modelo de petição para abertura de inventário proposta pelo cônjuge supérstite, com referências ao novo CPC e jurisprudência pertinente."
41,peticao_inicial,civil,peca_real,8,7,2,"Petição inicial de habilitação de credor em razão da renúncia de herança por parte do devedor, visando garantir o recebimento de crédito não quitado."
60,peticao_inicial,civil,modelo,8,7,2,"A peça trata da solicitação de partilha amigável de bens em um inventário cumulativo, com base nas alterações do Novo CPC/15."
44,peticao_inicial,civil,modelo,8,7,2,"Petição de habilitação em processo civil, solicitando a inclusão de herdeiro após o falecimento da parte autora, com base no novo CPC."
42,peticao_inicial,civil,peca_real,7,6,2,"A peça trata da habilitação de herdeiro em herança jacente, solicitando a suspensão da arrecadação de bens e a intimação dos interessados."
24,peticao_inicial,civil,modelo,8,7,2,"Petição inicial para arrolamento comum de bens deixados por falecimento, com informações sobre herdeiros e dívidas."
Peti+º+úo inicial - plano de sa+¦de - obrigac+úo de fazer - pedido liminar - injec+Áes intrav+¡treas - reembolso - danos morais.docx,peticao_inicial,consumidor,peca_real,8,7,2,"Ação de obrigação de fazer contra plano de saúde, com pedido de liminar para tratamento médico e reembolso de despesas, fundamentada em direitos do consumidor e proteção à saúde."
agravo nos próprios autos - contra o Estado - para admitir recurso especial - danos morais e honorários.docx,recurso,administrativo,peca_real,8,7,3,"Agravo contra decisão que negou seguimento a Recurso Especial, pleiteando indenização por danos morais e honorários advocatícios em face do Estado."
Apela+º+úo x Plano de sa+¦de - reembolso de valores em dobro.docx,recurso,consumidor,peca_real,8,7,2,"Recurso de apelação interposto contra sentença que julgou parcialmente procedente ação de reembolso de valores pagos a maior em plano de saúde, com fundamentos no Código de Defesa do Consumidor."
Petição inicial - plano de saúde - reembolso de internamento - danos morais - nulidade de cláusula abusiva.docx,peticao_inicial,consumidor,peca_real,8,7,2,"Ação de reembolso de despesas médicas e nulidade de cláusula abusiva em contrato de plano de saúde, com pedido de indenização por danos morais."
contrarrazões de apelação - x Estado - UTI.docx,recurso,administrativo,peca_real,8,7,2,"Contrarrazões ao recurso de apelação interposto pelo Estado, defendendo a manutenção da decisão que obriga a administração pública a fornecer leito de UTI à autora, em razão de sua condição de saúde."
contrarrazões aos embargos de declaração - protelatórios - x Estado.docx,recurso,civil,peca_real,7,7,2,"Contrarrazões apresentadas em embargos de declaração, argumentando que são protelatórios e pedindo a manutenção da decisão anterior."
Acao_de_Deserdacao.docx,peticao_inicial,civil,peca_real,8,7,2,"Ação de deserdação promovida por herdeiro contra outro herdeiro, fundamentada em testamento que declara a deserdação por tentativa de homicídio."
apelação  - x plano de saúde - reembolso e danos morais.docx,recurso,consumidor,peca_real,8,8,2,"Recurso de apelação interposto contra sentença que julgou parcialmente procedente pedido de reembolso de despesas médicas e indenização por danos morais, com argumentação sobre a proteção ao consumidor e a aplicação do Código de Defesa do Consumidor."
Agravo de instrumento - plano de sa+¦de - reajuste idoso.docx,recurso,consumidor,peca_real,8,7,2,Agravo de instrumento interposto por idosa contra decisão que não concedeu liminar para redução de reajustes abusivos em plano de saúde.
agravo nos proprios autos - plano de saude - para admitir recurso especial - multa.docx,recurso,civil,peca_real,7,6,2,"Agravo contra decisão que negou seguimento a Recurso Especial em caso de descumprimento de tutela em plano de saúde, buscando a reforma da decisão e a aplicação de multa."
Petição inicial - plano de saúde - obrigacão de fazer - pedido liminar - injecões intravítreas - reembolso - danos morais.docx,peticao_inicial,consumidor,peca_real,8,7,2,"Ação judicial para garantir tratamento médico e reembolso de despesas em razão da negativa de cobertura por plano de saúde, com pedido de tutela de urgência."
Contrarraz+Áes aos embargos de declara+º+úo - protelat+¦rios x Estado.docx,contestacao,civil,peca_real,8,7,2,"As contrarrazões apresentadas visam refutar embargos de declaração, argumentando que são protelatórios e sem amparo legal, solicitando a manutenção da decisão anterior."
Peti+º+úo inicial - plano de sa+¦de - reembolso de internamento - danos morais - nulidade de cl+íusula abusiva.docx,peticao_inicial,consumidor,peca_real,8,7,2,"Ação de reembolso de despesas médicas e nulidade de cláusula abusiva em contrato de plano de saúde, com pedido de indenização por danos morais."
Peti+º+úo inicial - exibi+º+úo de documento - contrato.docx,peticao_inicial,civil,modelo,8,7,2,"Ação de exibição de documentos com pedido de gratuidade de justiça, visando obter cópia de contrato de prestação de serviços médicos não fornecido pela parte ré."
Apela+º+úo x Estado - danos morais e honorarios advocat+¡cios.docx,recurso,administrativo,peca_real,8,7,2,"Recurso de apelação interposto contra sentença que julgou parcialmente procedente pedido de fornecimento de medicamentos, pleiteando indenização por danos morais e honorários advocatícios."
Peti+º+úo  - Reconsidera+º+úo de liminar - Lentes intraoculares.docx,recurso,civil,peca_real,8,7,2,"Pedido de reconsideração de liminar para autorização de fornecimento de lente intraocular, destacando a urgência devido à saúde do autor."
Petição descumprimento - Medicamento Ocular.docx,peticao_inicial,consumidor,peca_real,8,7,2,"A autora requer o cumprimento de tutela provisória de urgência para a realização de aplicações de medicamento Lucentis, alegando descumprimento pela parte ré e risco à saúde."
Peti+º+úo descumprimento - Medicamento Ocular.docx,peticao_inicial,civil,peca_real,8,7,2,"A autora requer a execução de tutela provisória de urgência para que a operadora de saúde cumpra a obrigação de custear aplicações de medicamento ocular, alegando descumprimento da decisão judicial."
